stop_name,parent_station,zone_id,stop_id,stop_desc,stop_lat,stop_lon,location_type,platform_code
Chamundi Nagara,,CMDN,32222,Chamundi Nagara (Towards Kittanahalli),13.01475,77.42046,,
Chamundi Nagara,,CMDN,32223,Chamundi Nagara (Towards Ravuttanahalli),13.01471,77.42038,,
Chandanahosahalli,,CHSHL,39906,Chandanahosahalli (Towards Dabaspete),13.22533,77.2433,,
Chandanahosahalli,,CHSHL,39907,Chandanahosahalli (Towards Somapura),13.22579,77.24333,,
Chandapura,,CPR,21817,Chandapura (Towards Attibele),12.80258,77.70457,,
Chandapura,,CPR,35123,Chandapura (Towards Last Bus Stop),12.80285,77.70476,,
Chandapura,,CPR,35916,Chandapura (Towards Aanekal),12.80181,77.70512,,
Chandapura,,CPR0,21818,Chandapura (Towards Electronic City),12.80229,77.70441,,
Chandapura,,CPR2,36706,Chandapura (Towards Muttanalluru Cross),12.80275,77.7046,,
Chandapura KEB,,CHNDKEB,23834,Chandapura KEB (Towards Iggaluru),12.79874,77.70603,,
Chandapura KEB,,CHNDKEB,23985,Chandapura KEB (Towards Chandapura),12.79863,77.70593,,
Chandra Layout,,CPS,22776,Chandra Layout (Towards Last Bus Stop),12.95925,77.52671,,
Chandra Layout 1st Stage,,CHOUDU,20711,Chandra Layout 1st Stage (Towards Chandra Layout),12.95448,77.52244,,
Chandra Layout Circle,,CLO1,20712,Chandra Layout Circle (Towards Nagarabhavi Circle),12.95815,77.5265,,
Chandra Layout Circle,,CPS,20713,Chandra Layout Circle (Towards Income Tax Layout),12.95817,77.52669,,
Chandra Nagara,,CNDR,24406,Chandra Nagara (Towards Chandra Nagara),12.89945,77.56486,,
Chandra Nagara Cross,,CHRC,24408,Chandra Nagara Cross (Towards ISRO Layout),12.89935,77.56117,,
Chandra Nagara Cross,,CHRC,32224,Chandra Nagara Cross (Towards Chandra Nagara),12.89938,77.56118,,
Chandra Public School,,CPS,20714,Chandra Public School (Towards Chandra Layout),12.96046,77.52963,,
Chandra Public School,,CPS,20715,Chandra Public School (Towards Vijayanagara),12.96029,77.52954,,
Chandrappa Circle,,CDC1,24411,Chandrappa Circle (Towards Kudusiddanapalya),12.91049,77.36962,,
Chandrappa Circle,,CDC1,32225,Chandrappa Circle (Towards Dodda Aladamara),12.91059,77.36979,,
Chandrappanagara,,CPNR,38775,Chandrappanagara (Towards Anepalya),12.9412,77.60247,,
Chandrappanagara,,CPNR,38776,Chandrappanagara (Towards Bengaluru Dairy Circle),12.9413,77.60255,,
Chandurayanahalli,,CRYNHL,24414,Chandurayanahalli (Towards Magadi),12.97293,77.19662,,
Chandurayanahalli,,CRYNHL,32227,Chandurayanahalli (Towards Biskur),12.97286,77.19667,,
Channa Marayyanapalya,,MRP6,24415,Channa Marayyanapalya (Towards Devamachohalli),12.98134,77.36478,,
Channa Nayakanapalya,,CNP11,24416,Channa Nayakanapalya (Towards Channa Nayakanapalya),13.04428,77.48518,,
Channadasipalya,,CDP,21481,Channadasipalya (Towards Honaganahatti),12.97091,77.4147,,
Channadasipalya,,CDP,21482,Channadasipalya (Towards Tavarakere),12.97085,77.41485,,
Channadevi Agrahara,,CDVA,24420,Channadevi Agrahara (Towards Mallohalli),13.21884,77.455,,
Channadevi Agrahara,,CDVA,32230,Channadevi Agrahara (Towards Madhure),13.2189,77.45504,,
Channadevi Agrahara Cross,,CDA7,24422,Channadevi Agrahara Cross (Towards Madhure),13.2157,77.45561,,
Channadevi Agrahara Cross,,CDA7,32231,Channadevi Agrahara Cross (Towards Mallohalli),13.2157,77.45553,,
Channahalli,,CNNH,39573,Channahalli (Towards Devanahalli),13.2123,77.74829,,
Channahalli,,CNNH,39574,Channahalli (Towards Reddihalli),13.21232,77.74833,,
Channahalli Gate,,CHAGT,32232,Channahalli Gate (Towards Devanahalli),13.21278,77.75462,,
Channahalli Gate,,CHAGT,32233,Channahalli Gate (Towards Chikka Hosahalli Gate),13.21287,77.75494,,
Channakeshavanagara,,CHNN,24427,Channakeshavanagara (Towards Hosa Road),12.87791,77.65491,,
Channakeshavanagara,,CHNN,32234,Channakeshavanagara (Towards Parappana Aghahara),12.8781,77.65481,,
Channammanakere Achukattu,,CKA,22727,Channammanakere Achukattu (Towards Channammanakere Achukattu),12.9283,77.5565,,
Channammanapalya,,CNMPL1,24430,Channammanapalya (Towards Kaggalipura),12.7628,77.46399,,
Channammanapalya,,CNMPL1,32235,Channammanapalya (Towards Karenahalli),12.76282,77.46397,,
Channapatna Bus Stand,,,40377,Channapatna Bus Stand (Towards Last Stop),12.65328,77.20409,,
Channappa Badavane,,,40372,Channappa Badavane (Towards Marasandra),13.0928,77.71465,,
Channappa Badavane,,,40373,Channappa Badavane (Towards Gunduru),13.0929,77.71472,,
Channappa Circle,,CNDRPC,24432,Channappa Circle (Towards Tavarakere),12.91021,77.37336,,
Channapura Gate,,CNPG1,24434,Channapura Gate (Towards Kolara),13.10328,77.86663,,
Channapura Gate,,CNPG1,32237,Channapura Gate (Towards Hoskote),13.10304,77.86669,,
Channarayapatna,,CNRP,21819,Channarayapatna (Towards Channarayapatna School),13.24713,77.79652,,
Channarayapatna,,CNRP,24435,Channarayapatna (Towards Yadalam Nagara),13.24711,77.79649,,
Channarayapatna School,,cnrs,24437,Channarayapatna School (Towards Vijayapura),13.24409,77.79689,,
Channarayapatna School,,cnrs,32238,Channarayapatna School (Towards Balepura),13.24408,77.79694,,
Channasandra,,CNS,21821,Channasandra (Towards Chikka Thirupathi),12.98345,77.76814,,
Channasandra,,CNS,21822,Channasandra (Towards Hope Farm),12.98328,77.76704,,
Channasandra,,CNS,38634,Channasandra (Towards Kadugodi Bapuji Circle),12.98347,77.76803,,
Channasandra,,CNSND,24439,Channasandra (Towards Kakolu),13.2006,77.50817,,
Channasandra,,CNSND1,21820,Channasandra (Towards Uttarahalli),12.90284,77.52121,,
Channasandra,,CNSND1,21823,Channasandra (Towards Kengeri),12.90283,77.52132,,
Channasandra,,CNSND1,35923,Channasandra (Towards Banashankari/Kengeri),12.90289,77.52133,,
Channasandra,,CNSNDR,32239,Channasandra (Towards Challahalli),13.20062,77.50809,,
Channasandra Colony,,CNSC,21824,Channasandra Colony (Towards Uttarahalli),12.90335,77.51628,,
Channasandra Colony,,CNSC,21825,Channasandra Colony (Towards Kengeri),12.90331,77.5164,,
Channegowdana Doddy,,CGDND,24441,Channegowdana Doddy (Towards Gollarapalya),12.80722,77.42929,,
Channegowdana Doddy,,CGDND,32240,Channegowdana Doddy (Towards Talaguppe),12.8072,77.42925,,
Channenahalli,,CNNHL,21483,Channenahalli (Towards Gollarahatti),12.97791,77.43037,,
Channenahalli,,CNNHL,21484,Channenahalli (Towards Tavarakere),12.97786,77.43052,,
Channenahalli Arch,,CNHA,21485,Channenahalli Arch (Towards Sunkadakatte),12.97987,77.43545,,
Channenahalli Arch,,CNHA,21486,Channenahalli Arch (Towards Tavarakere),12.97977,77.43546,,
Chapparadakallu,,CPRKL,24445,Chapparadakallu (Towards Devanahalli),13.27935,77.62543,,
Chapparadakallu,,CPRKL,31940,Chapparadakallu (Towards Doddballapura),13.27904,77.62536,,
Chapparadkallu (DC Office),,CPKL1,40460,Chapparadkallu (DC Office) (Towards Devanahalli),13.28001,77.62259,,
Chapparadkallu (DC Office),,CPKL1,40461,Chapparadkallu (DC Office) (Towards Doddaballapura),13.27965,77.62233,,
Chapradakallu,,BRSNRA,29830,Chapradakallu (Towards Devanahalli),13.27924,77.62536,,
Charls School Toll Gate,,CRLS,21826,Charls School Toll Gate (Towards Hennur Cross),13.00616,77.62084,,
Charls School Toll Gate,,CRLS,21827,Charls School Toll Gate (Towards Coles Park),13.00618,77.62096,,
Chatra (Yeliyuru Gate),,CTRYC1,38396,Chatra (Yeliyuru Gate) (Towards Vijayapura),13.27744,77.75845,,
Chatra (Yeliyuru Gate),,CTRYC1,38397,Chatra (Yeliyuru Gate) (Towards Devanahalli),13.27743,77.75846,,
Cheemachanahalli,,CHMHLI,21829,Cheemachanahalli (Towards Sulibele),13.21815,77.78611,,
Cheemachanahalli,,CHMHLI1,21828,Cheemachanahalli (Towards I Basapura),13.21814,77.78604,,
Cheemandahalli,,CMDHLI,24449,Cheemandahalli (Towards Hoskote),13.05051,77.81179,,
Cheemandahalli,,CMDHLI,32244,Cheemandahalli (Towards Vagata),13.05063,77.81171,,
Cheemandahalli Cross,,CMDHCR1,24451,Cheemandahalli Cross (Towards Hoskote),13.0449,77.81346,,
Cheemandahalli Cross,,CMDHCR1,32245,Cheemandahalli Cross (Towards Vagata),13.0449,77.81356,,
Cheemasandra,,CMS-1,32246,Cheemasandra (Towards Cheemasandra),13.04772,77.73938,,
Cheemasandra,,CMS1,24454,Cheemasandra (Towards Anupanahalli),13.21347,77.86867,,
Cheemasandra,,CMS1,32247,Cheemasandra (Towards Ramagovindapuram),13.21365,77.86867,,
Cheemasandra Gate,,CMHG-1,21830,Cheemasandra Gate (Towards Kempegowda Bus Station),13.03878,77.74042,,
Cheemasandra Gate,,CMHG-1,24455,Cheemasandra Gate (Towards Cheemasandra),13.03903,77.74008,,
Chelekere Circle,,CLKREN,24459,Chelekere Circle (Towards Chelekere),13.03074,77.64375,,
Chelekere Circle,,CLKREN,32249,Chelekere Circle (Towards Hennur Junction),13.0307,77.64396,,
Cheluvayyanapalya,,CLVNPL1,24462,Cheluvayyanapalya (Towards Belagumba),12.99213,77.26465,,
Cheluvayyanapalya,,CLVNPL1,32250,Cheluvayyanapalya (Towards Thagachakuppe),12.99222,77.26465,,
Chennathimmana Gollahalli,,CTGH,24464,Chennathimmana Gollahalli (Towards Kembaliganahalli),13.13953,77.88582,,
Chennathimmana Gollahalli,,CTGH,32251,Chennathimmana Gollahalli (Towards Chenna Thimmana Gollahalli Gate),13.13956,77.88586,,
Chennathimmana Gollahalli Gate,,KMPLgt,24466,Chennathimmana Gollahalli Gate (Towards Shivanapura),13.14109,77.89828,,
Chennathimmana Gollahalli Gate,,KMPLgt,32252,Chennathimmana Gollahalli Gate (Towards Hoskote),13.14104,77.89838,,
Chenuvalli,,CNVL,24468,Chenuvalli (Towards Byranayakanahalli),13.19909,77.34717,,
Chenuvalli,,CNVL,32253,Chenuvalli (Towards Isuvanahalli),13.19911,77.34711,,
Chikka Adugodi,,CKADG,23958,Chikka Adugodi (Towards Jai Bhima Nagara),12.92899,77.60943,,
Chikka Adugodi,,CKADG,23963,Chikka Adugodi (Towards Dairy Circle),12.92894,77.60939,,
Chikka Arasanahalli,,CAHL,24470,Chikka Arasanahalli (Towards Manchegowdanapalya),12.7335,77.38128,,
Chikka Arasanahalli,,CAHL,32254,Chikka Arasanahalli (Towards Heggadagere),12.73344,77.38125,,
Chikka Banavara,,CKB,20717,Chikka Banavara (Towards 8th Mile),13.08043,77.5026,,
Chikka Banavara,,CKB1,20718,Chikka Banavara (Towards Hesaraghatta),13.08046,77.50248,,
Chikka Banavara,,CKB1,38531,Chikka Banavara (Towards Guni Agrahara / Keregudadahalli),13.08068,77.50275,,
Chikka Basti,,CKBST1,24480,Chikka Basti (Towards Kenchanapura Cross),12.94466,77.47504,,
Chikka Basti,,CKBST1,32260,Chikka Basti (Towards Dodda Basti),12.94455,77.47503,,
Chikka Basti Masjid,,CBSTM,24481,Chikka Basti Masjid (Towards Sonnenahalli),12.94178,77.47403,,
Chikka Basti Masjid,,CBSTM,28880,Chikka Basti Masjid (Towards Dodda Basti),12.94191,77.47411,,
Chikka Beguru,,CKHBGR,32261,Chikka Beguru (Towards Chikka Beguru),12.87873,77.63767,,
Chikka Beguru,,CKHBGR,32262,Chikka Beguru (Towards Singsandra),12.87874,77.63776,,
Chikka Belavagala Gate,,CBLGT,24486,Chikka Belavagala Gate (Towards Kanasawadi),13.19838,77.42677,,
Chikka Belavagala Gate,,CBLGT,32263,Chikka Belavagala Gate (Towards Nelamangala),13.19828,77.42688,,
Chikka Bellanduru,,CKBL,24488,Chikka Bellanduru (Towards Carmelaram School Railway Gate),12.91219,77.71442,,
Chikka Bellanduru,,CKBL,32264,Chikka Bellanduru (Towards Chikka Bellanduru),12.91227,77.71435,,
Chikka Bettahalli,,CHKHLY,21832,Chikka Bettahalli (Towards MS Palya),13.08945,77.55629,,
Chikka Bettahalli,,CHKHLY,21833,Chikka Bettahalli (Towards Attur Layout),13.0895,77.55623,,
Chikka Bommasandra Cross,,CHKBC,21835,Chikka Bommasandra Cross (Towards Yalahanka NES Office),13.09354,77.58248,,
Chikka Bommasandra Cross,,CHKBC1,21834,Chikka Bommasandra Cross (Towards Yalahanka Satellite Town),13.09353,77.58251,,
Chikka Byalakere,,CHKBY,24491,Chikka Byalakere (Towards MS Palya),13.11964,77.52157,,
Chikka Byalakere,,CHKBY,32265,Chikka Byalakere (Towards Shivakote),13.11962,77.52155,,
Chikka Dasarahalli,,CHKD,24493,Chikka Dasarahalli (Towards Valagere Kallahalli),12.89159,77.78471,,
Chikka Dasarahalli,,CHKD,32266,Chikka Dasarahalli (Towards Kuthaganahalli),12.89201,77.78445,,
Chikka Dasarahalli Cross,,CKHCRS,24495,Chikka Dasarahalli Cross (Towards Sarjapura),12.88203,77.78777,,
Chikka Dasarahalli Cross,,CKHCRS,32267,Chikka Dasarahalli Cross (Towards Kuthaganahalli),12.88203,77.78773,,
Chikka Devasandra KR Puram,,CHKDV,24257,Chikka Devasandra KR Puram (Towards Sadaramangala),13.00442,77.70583,,
Chikka Devasandra KR Puram,,CHKDV,24260,Chikka Devasandra KR Puram (Towards Kempegowda Bus Station),13.00423,77.70605,,
Chikka Gollahalli,,CKGH2,39255,Chikka Gollahalli (Towards Mayasandra),13.29838,77.65492,,
Chikka Gollahalli,,CKGH2,39256,Chikka Gollahalli (Towards Devanahalli),13.2989,77.65523,,
Chikka Gollarahatti,,CKGLH1,21487,Chikka Gollarahatti (Towards Gollarahatti),12.99147,77.46559,,
Chikka Gollarahatti,,CKGLH1,21488,Chikka Gollarahatti (Towards Tavarakere),12.99142,77.4656,,
Chikka Gubbi,,CKBI,24499,Chikka Gubbi (Towards Byrathi Bande),13.08049,77.66638,,
Chikka Gubbi,,CKBI,32269,Chikka Gubbi (Towards N Gollahalli Yarappanahalli),13.08052,77.66634,,
Chikka Gubbi Cross,,CHKU,21836,Chikka Gubbi Cross (Towards Kannur),13.08427,77.65414,,
Chikka Gubbi Cross,,CHKU,21837,Chikka Gubbi Cross (Towards Hennur),13.08439,77.65434,,
Chikka Hagade,,CHIHGT,24501,Chikka Hagade (Towards Chikka Hagade Gate),12.7337,77.69927,,
Chikka Hagade,,CHIHGT,32270,Chikka Hagade (Towards Chikka Hagade),12.73354,77.69923,,
Chikka Hagade Gate,,CHGATE,23842,Chikka Hagade Gate (Towards Anekal),12.73138,77.70642,,
Chikka Hagade Gate,,CHGATE,23977,Chikka Hagade Gate (Towards Chandapura),12.73136,77.70636,,
Chikka Haralagere,,CKHGR,24503,Chikka Haralagere (Towards Sulibele),13.20047,77.82506,,
Chikka Haralagere,,CKHGR,32271,Chikka Haralagere (Towards Vijayapura),13.20048,77.82501,,
Chikka Hosahalli,,CHKHOS,24507,Chikka Hosahalli (Towards Nagayyana Doddy),12.70575,77.64522,,
Chikka Indluwadi,,CHIND,24509,Chikka Indluwadi (Towards Nagayyana Doddy),12.71624,77.64074,,
Chikka Indluwadi,,CHIND,32274,Chikka Indluwadi (Towards Indluwadi),12.71622,77.64071,,
Chikka Kammanahalli,,CHKMH,24511,Chikka Kammanahalli (Towards Dodda Kammanahalli),12.84966,77.59993,,
Chikka Kammanahalli,,CHKMH,32275,Chikka Kammanahalli (Towards Hommadevanahalli),12.84969,77.59996,,
Chikka Kodigehalli,,CKDH,24513,Chikka Kodigehalli (Towards Yale Kodigehalli),12.97202,77.46492,,
Chikka Kodigehalli,,CKDH,32276,Chikka Kodigehalli (Towards NICE Road),12.97206,77.46486,,
Chikka Kukkanahalli,,CKMDC,20719,Chikka Kukkanahalli (Towards  Doddy),13.15745,77.44891,,
Chikka Kukkanahalli,,CKMDC,24518,Chikka Kukkanahalli (Towards Thotagere Basavanna Devastana),13.15753,77.44899,,
Chikka Kuntanahalli,,CKNTNHC,24520,Chikka Kuntanahalli (Towards Parasanapalya),12.79354,77.43838,,
Chikka Kuntanahalli,,CKNTNHC,32279,Chikka Kuntanahalli (Towards Shyanumangala),12.79357,77.43843,,
Chikka Kuntanahalli Cross,,CKHC1,24522,Chikka Kuntanahalli Cross (Towards Kodiyala),12.79221,77.43864,,
Chikka Kuntanahalli Cross,,CKHC3,32280,Chikka Kuntanahalli Cross (Towards Shyanumangala),12.79216,77.43871,,
Chikka Madhure,,CKMDR1,20720,Chikka Madhure (Towards Railway Gollahalli),13.20652,77.43998,,
Chikka Madhure,,CKMDR1,24523,Chikka Madhure (Towards Channadevi Agrahara),13.20659,77.43992,,
Chikka Mariyappanapalya,,CMP1,24525,Chikka Mariyappanapalya (Towards Tavarakere),12.93985,77.40043,,
Chikka Mariyappanapalya,,CMP1,32281,Chikka Mariyappanapalya (Towards Sulivara),12.9399,77.40046,,
Chikka Maskal,,CKMSKL,24526,Chikka Maskal (Towards Chikka maskal),12.91971,77.33055,,
Chikka Nagamangala,,CHIKNGL,24528,Chikka Nagamangala (Towards Dodda Nagamangala),12.86001,77.69499,,
Chikka Nagamangala,,CHIKNGL,32282,Chikka Nagamangala (Towards Huskur),12.86005,77.69493,,
Chikka Nagamangala Gate,,CNGMG,24530,Chikka Nagamangala Gate (Towards Chikkanagamangala),12.85923,77.70364,,
Chikka Nagamangala Gate,,CNGMG,32283,Chikka Nagamangala Gate (Towards Huskur Gate),12.85919,77.70368,,
Chikka Nallala,,CKH1,32284,Chikka Nallala (Towards Mylapura),13.09694,77.89533,,
Chikka Nekkundi,,CKND,24533,Chikka Nekkundi (Towards Varthuru),12.92985,77.76583,,
Chikka Nekkundi,,CKND,35329,Chikka Nekkundi (Towards Madappanahalli Cross),12.92992,77.76569,,
Chikka Puttaiahnapalya,,CPTP1,24535,Chikka Puttaiahnapalya (Towards Nelamangala),13.09284,77.31818,,
Chikka Puttaiahnapalya,,CPTP1,32285,Chikka Puttaiahnapalya (Towards Kuppemala),13.09289,77.31825,,
Chikka Puttaiahnapalya Cross,,CPPC,39384,Chikka Puttaiahnapalya Cross (Towards Udakunte),13.09715,77.31905,,
Chikka Puttaiahnapalya Cross,,CPPC,39385,Chikka Puttaiahnapalya Cross (Towards Nelamangala),13.09717,77.31906,,
Chikka Sanne Gate,,CSN,24537,Chikka Sanne Gate (Towards Yalahanka),13.23031,77.69109,,
Chikka Sanne Gate,,CSN,32286,Chikka Sanne Gate (Towards Devanahalli),13.23038,77.69093,,
Chikka Tanda Manchenahalli Cross,,CKTND2,24539,Chikka Tanda Manchenahalli Cross (Towards Nelamangala),13.03776,77.35001,,
Chikka Tanda Manchenahalli Cross,,CKTND2,32287,Chikka Tanda Manchenahalli Cross (Towards Goravanahalli),13.03781,77.35004,,
Chikka Thataguni,,CTTGNI,24543,Chikka Thataguni (Towards Banashankari ),12.84542,77.51416,,
Chikka Thataguni,,CTTGNI,32289,Chikka Thataguni (Towards Gangasandra),12.84537,77.51418,,
Chikka Thimmasandra,,CKTMS,24545,Chikka Thimmasandra (Towards Bikkana Hosahalli),12.84561,77.74452,,
Chikka Thimmasandra,,CKTMS,32290,Chikka Thimmasandra (Towards Gopasandra Cross),12.84557,77.74455,,
Chikka Thimmasandra Colony,,CKTPS,24547,Chikka Thimmasandra Colony (Towards Gopasandra),12.84861,77.7418,,
Chikka Thimmasandra Colony,,CKTPS,32291,Chikka Thimmasandra Colony (Towards Chikkathimmasandra),12.84866,77.7418,,
Chikka Thirupathi,,CKTP,24549,Chikka Thirupathi (Towards Dunnasandra Cross),12.89536,77.86697,,
Chikka Thirupathi,,CKTP,32292,Chikka Thirupathi (Towards Malur),12.89538,77.86704,,
Chikka Thirupathi,,CKTP,35366,Chikka Thirupathi (Towards Mugaluru),12.89532,77.867,,
Chikka Thogurupalya,,CKTGRP,32294,Chikka Thogurupalya (Towards Magadi),12.95628,77.28314,,
Chikka Thogurupalya,,CKTGRP1,24553,Chikka Thogurupalya (Towards Thippagondanahalli),12.9562,77.28287,,
Chikka Tumkur,,CKTMKR,24555,Chikka Tumkur (Towards Jinke Bachahalli),13.26368,77.53253,,
Chikka Tumkur,,CKTMKR,32295,Chikka Tumkur (Towards Doddaballapura),13.26359,77.53248,,
Chikka Tumkur Cross,,CKTMRC,24557,Chikka Tumkur Cross (Towards Rajanukunte),13.25273,77.53883,,
Chikka Tumkur Cross,,CKTMRC,32296,Chikka Tumkur Cross (Towards Chikka Tumkur),13.25266,77.53886,,
Chikka Tumkur Lake,,CKTMRL,24559,Chikka Tumkur Lake (Towards Aralumallige),13.27738,77.51904,,
Chikka Tumkur Lake,,CKTMRL,32297,Chikka Tumkur Lake (Towards Hosahalli),13.27745,77.51901,,
Chikka Veeraiahanapalya Cross,,CVPC,24561,Chikka Veeraiahanapalya Cross (Towards Makali),13.11427,77.43148,,
Chikka Veeraiahanapalya Cross,,CVPC,32298,Chikka Veeraiahanapalya Cross (Towards Huskur),13.11416,77.4316,,
Chikka Veeraiahnapalya,,CVP5,24563,Chikka Veeraiahnapalya (Towards Dodda Aladamara),12.94543,77.40051,,
Chikka Veeraiahnapalya,,CVP5,32299,Chikka Veeraiahnapalya (Towards Tavarakere),12.94541,77.40046,,
Chikkaballapura Bus Stand,,CBP,37648,Chikkaballapura Bus Stand (Towards Chikkaballapura),13.43768,77.73199,,
Chikkaballapura R T O Office,,RTOC1,37998,Chikkaballapura R T O Office (Towards Chikkaballapura),13.38317,77.72626,,
Chikkaballapura R T O Office,,RTOC1,37999,Chikkaballapura R T O Office (Towards Venkatagiri Kote),13.38321,77.7263,,
Chikkabanavara Railway Station,,CKBRS1,21108,Chikkabanavara Railway Station (Towards Hesaraghatta),13.07543,77.50464,,
Chikkabanavara Railway Station,,CKBRS1,21109,Chikkabanavara Railway Station (Towards Bagalagunte),13.07547,77.50469,,
Chikkabidarakallu,,CKB9,21838,Chikkabidarakallu (Towards Jalahalli Cross),13.05235,77.48774,,
Chikkabidarakallu,,CKBD,24566,Chikkabidarakallu (Towards Nelamangala),13.05196,77.48778,,
Chikkabidarakallu Metrto Station,,CKB9,39373,Chikkabidarakallu Metrto Station (Towards  Departure),13.05239,77.48757,,
Chikkabidarakallu Metrto Station,,CKB9,39374,Chikkabidarakallu Metrto Station (Towards Arival),13.05244,77.48744,,
Chikkabillakempanahalli (Padmashree Hospital),,CBKH,39910,Chikkabillakempanahalli (Padmashree Hospital) (Towards Kadumane Hotel),12.80755,77.40062,,
Chikkabillakempanahalli (Padmashree Hospital),,CBKH,39911,Chikkabillakempanahalli (Padmashree Hospital) (Towards Bidadi),12.80747,77.40077,,
Chikkagattiganabbe,,CKBHB,24568,Chikkagattiganabbe (Towards Hoskote),13.04166,77.79549,,
Chikkagattiganabbe,,CKBHB,32301,Chikkagattiganabbe (Towards Kodihalli),13.0416,77.79554,,
Chikkahosahalli Gate,,CHKGTE,24570,Chikkahosahalli Gate (Towards Nalluru Gate),13.20739,77.7631,,
Chikkahosahalli Gate,,CHKGTE,32302,Chikkahosahalli Gate (Towards Devanahalli),13.20711,77.76307,,
Chikkahullur,,CKH2,24572,Chikkahullur (Towards H Cross),13.1051,77.82485,,
Chikkahullur,,CKH2,32303,Chikkahullur (Towards Hosakote),13.10508,77.82493,,
Chikkajala,,CKHJ,24574,Chikkajala (Towards Devanahalli),13.17277,77.63318,,
Chikkajala,,CKHJ,32304,Chikkajala (Towards Yalahanka),13.17273,77.63369,,
Chikkajala  FLY,,CKJLAF,39284,Chikkajala  FLY (Towards Hebbala),13.17299,77.6336,,
Chikkajala  FLY,,CKJLAF,39285,Chikkajala  FLY (Towards Kempegowda International Airport),13.17288,77.63336,,
Chikkallasandra,,CKBS,24575,Chikkallasandra (Towards Chikkalasandra Last Stop),12.91507,77.55198,,
Chikkallasandra Aralimara,,CKLSC,21840,Chikkallasandra Aralimara (Towards Gowdanapalya),12.91168,77.55226,,
Chikkallasandra Aralimara,,CKLSC,21841,Chikkallasandra Aralimara (Towards Uttarahalli),12.91157,77.55238,,
Chikkallasandra Aralimara,,CKS,24576,Chikkallasandra Aralimara (Towards Mahesh Medicals),12.91184,77.55215,,
Chikkallasandra Bank Colony,,CKLBC,21842,Chikkallasandra Bank Colony (Towards Chikkalasandra),12.90906,77.5491,,
Chikkallasandra Bank Colony,,CKLBC,21843,Chikkallasandra Bank Colony (Towards Uttarahalli),12.90914,77.54927,,
Chikkamaranahalli,,CKMH1,24580,Chikkamaranahalli (Towards Yaliyur),13.25705,77.7637,,
Chikkamaranahalli,,CMH5,32306,Chikkamaranahalli (Towards Mahadevapura),13.0905,77.32312,,
Chikkamaranahalli,,CMH5,32307,Chikkamaranahalli (Towards Nelamangala),13.0904,77.32309,,
Chikkamaranahalli Colony,,CMHC1,24582,Chikkamaranahalli Colony (Towards Nelamangala),13.0967,77.32268,,
Chikkamaranahalli Colony,,CMHC1,32308,Chikkamaranahalli Colony (Towards Kuppemala),13.09665,77.32266,,
Chikkammanapalya,,CKMPL,32309,Chikkammanapalya (Towards Gulaganjanahalli),12.95049,77.42292,,
Chikkammanapalya,,CKMPL1,24584,Chikkammanapalya (Towards Tavarakere),12.95033,77.423,,
Chikkana Hosahalli,,CHNHSOS,24586,Chikkana Hosahalli (Towards Bettenahalli),13.21479,77.58064,,
Chikkana Hosahalli,,CHNHSOS,32310,Chikkana Hosahalli (Towards Aradeshanahalli),13.21474,77.58065,,
Chikkanadoddi Cross,,CKDDC2,39956,Chikkanadoddi Cross (Towards Harohalli),12.66985,77.51247,,
Chikkanadoddi Cross,,CKDDC2,39957,Chikkanadoddi Cross (Towards Thattekere),12.6699,77.51248,,
Chikkanahalli,,CHKN,32313,Chikkanahalli (Towards Chikka Indluvadi),12.71756,77.64678,,
Chikkanahalli,,CHKN,32314,Chikkanahalli (Towards Chikka Indluwadi Cross),12.71755,77.64682,,
Chikkanahalli,,CHKNH5,32311,Chikkanahalli (Towards Beguru),13.18385,77.6882,,
Chikkanahalli,,CHKNH5,32320,Chikkanahalli (Towards Mylanahalli),13.18394,77.68817,,
Chikkanahalli,,CKH3,32315,Chikkanahalli (Towards Dodda Basti),12.93444,77.47249,,
Chikkanahalli,,CKH3,32318,Chikkanahalli (Towards Kengeri Club),12.93457,77.47251,,
Chikkanahalli,,CKNH1,24599,Chikkanahalli (Towards Shivanapura),13.1318,77.90317,,
Chikkanahalli,,CKNH1,32317,Chikkanahalli (Towards Hoskote),13.13185,77.90319,,
Chikkanahalli,,CKNHL22,32316,Chikkanahalli (Towards Donnenahalli),12.8816,77.35521,,
Chikkanahalli,,CKNHL22,32319,Chikkanahalli (Towards Manchanabele),12.88186,77.35537,,
Chikkanahalli (Railway Gollahalli),,CKH9,24588,Chikkanahalli (Railway Gollahalli) (Towards Railway Gollahalli),13.18371,77.38434,,
Chikkanahalli (Railway Gollahalli),,CKH9,32312,Chikkanahalli (Railway Gollahalli) (Towards Byranayakanahalli),13.18367,77.38426,,
Chikkanahalli Bande,,CKNHB1,24601,Chikkanahalli Bande (Towards Railway Gollahalli),13.17933,77.39042,,
Chikkanahalli Bande,,CKNHB1,32321,Chikkanahalli Bande (Towards Byranayakanahalli),13.17931,77.39034,,
Chikkanahalli Gate,,CKNHG,24605,Chikkanahalli Gate (Towards Kolara),13.12584,77.90411,,
Chikkanahalli Gate,,CKNHG,32323,Chikkanahalli Gate (Towards Hoskote),13.12559,77.90421,,
Chikkanahalli School,,SCKH,28191,Chikkanahalli School (Towards Railway Gollahalli),13.18267,77.3866,,
Chikkanahalli School,,SCKH,34485,Chikkanahalli School (Towards Byranayakanahalli),13.18269,77.3865,,
