stop_name,parent_station,zone_id,stop_id,stop_desc,stop_lat,stop_lon,location_type,platform_code
Ramaswamypalya,,RMSP,22423,Ramaswamypalya (Towards Kammanahalli),13.00964,77.63534,,
Ramesh Nagara Cross,,RMNCR,37770,Ramesh Nagara Cross (Towards Ramesh Nagara),12.95467,77.67995,,
Ramesh Nagara Cross,,RMNCR,37771,Ramesh Nagara Cross (Towards HAL Main Gate),12.95468,77.67999,,
Rameshnagara,,RMNG,34375,Rameshnagara (Towards Basava Nagara),12.96411,77.68213,,
Rameshnagara,,RMSNR,22426,Rameshnagara (Towards Vibhuthipura),12.96409,77.68217,,
Ramkrishana Layout,,MALUGM,27951,Ramkrishana Layout (Towards Summanahalli),12.97793,77.51647,,
Ramohalli,,RMH13,34376,Ramohalli (Towards Ramohalli Cross),12.90737,77.41812,,
Ramohalli,,RMH13,34377,Ramohalli (Towards Dodda Aladamara),12.90731,77.41816,,
Ramohalli,,RMOHLI,27955,Ramohalli (Towards Attibele),12.77405,77.77113,,
Ramohalli,,RMOHLI,34378,Ramohalli (Towards TVS Cross),12.77436,77.77124,,
Ramohalli Ashrama,,ASRMRMH,29579,Ramohalli Ashrama (Towards Bheemanakuppe Cross),12.90632,77.42885,,
Ramohalli Ashrama,,ASRMRMH,35671,Ramohalli Ashrama (Towards Ramohalli),12.90627,77.42882,,
Ramohalli Cross,,RMHLC1,27956,Ramohalli Cross (Towards Anchepalya),12.88701,77.45112,,
Ramohalli Cross,,RMHLC1,35388,Ramohalli Cross (Towards Bidadi),12.88674,77.45125,,
Rampura,,RMPR,34381,Rampura (Towards Uddandahalli),12.89027,77.3988,,
Rampura,,RMPR,34382,Rampura (Towards Koluru),12.89029,77.3988,,
Rampura,,RMPR1,34380,Rampura (Towards Bileshivale),13.05158,77.69135,,
Rampura,,RMPR11,34383,Rampura (Towards Gungarahalli),12.84127,77.32765,,
Rampura,,RMPR3,34379,Rampura (Towards Avalahalli Hoskote),13.05175,77.69124,,
Rampura,,RMPR31,27965,Rampura (Towards Nelamangala),13.01741,77.35077,,
Rampura,,RMPR31,34385,Rampura (Towards Goravanahalli),13.0174,77.35093,,
Rampura,,RMPur,36292,Rampura (Towards Malur),12.94285,77.94126,,
Rampura Cross,,KTH,34386,Rampura Cross (Towards Horamavu),13.05191,77.68109,,
Rampura Cross,,KTH-1,34387,Rampura Cross (Towards Byrathi Cross),13.05194,77.68091,,
Rampura Cross,,RMPCR1,27968,Rampura Cross (Towards Rampura),13.05212,77.68101,,
Ranga Jangama,,BGSGM,27971,Ranga Jangama (Towards K Gollahalli),12.85578,77.45274,,
Ranga Jangama,,BGSGM,34388,Ranga Jangama (Towards Gudimavu),12.85562,77.45281,,
Ranga Jangama,,BGSGM,34389,Ranga Jangama (Towards Gonipura),12.85579,77.45278,,
Rangaiahnapalya,,RNGNPL,27973,Rangaiahnapalya (Towards Belagumba),12.99188,77.2676,,
Rangaiahnapalya,,RNGNPL,34390,Rangaiahnapalya (Towards Thagachakuppe),12.99199,77.26759,,
Ranganathpura,,RNGPR,27975,Ranganathpura (Towards Tavarakere),12.9506,77.2417,,
Ranganathpura,,RNGPR,34391,Ranganathpura (Towards Magadi),12.9504,77.24167,,
Rangappa Circle,,KSBG,27977,Rangappa Circle (Towards Rajanukunte),13.28753,77.54399,,
Rangappa Circle,,KSBG,34392,Rangappa Circle (Towards Doddaballapura),13.2874,77.5439,,
Rangappanapalya Gate,,RGPGT,27979,Rangappanapalya Gate (Towards Nelamangala),12.99273,77.34936,,
Rangappanapalya Gate,,RGPGT,34393,Rangappanapalya Gate (Towards Goravanahalli),12.99279,77.34948,,
Rangenahalli,,RNGH1,27983,Rangenahalli (Towards Kuppemala),13.11319,77.28478,,
Rangenahalli,,RNGH1,34395,Rangenahalli (Towards Hemapura),13.11315,77.28473,,
Rangenahalli Colony,,RGHC1,27985,Rangenahalli Colony (Towards Kuppemala),13.11301,77.2865,,
Rangenahalli Colony,,RGHC1,34396,Rangenahalli Colony (Towards Hemapura),13.11298,77.28652,,
Rani Circle,,RNC,34398,Rani Circle (Towards Devanahalli),13.26728,77.7198,,
Rani Circle,,RNC,34399,Rani Circle (Towards Avathi),13.2674,77.71954,,
Rani Circle,,RNICR1,27989,Rani Circle (Towards Sai Baba Temple Attibele),13.26859,77.71978,,
Rani Saraladevi High School,,RSDH,21592,Rani Saraladevi High School (Towards Ashoka Pillar),12.93767,77.585,,
Rani Saraladevi High School,,RSDH,21593,Rani Saraladevi High School (Towards Jayanagara Bus Station),12.93879,77.58522,,
Rashi Gateway,,RGW1,38792,Rashi Gateway (Towards Last Stop),13.11118,77.36989,,
Rashi Gateway Cross,,RGWC,38790,Rashi Gateway Cross (Towards Rashi Gateway),13.11016,77.37806,,
Rashi Gateway Cross,,RGWC,38791,Rashi Gateway Cross (Towards Nelamangala),13.11034,77.37765,,
Ravagodlu,,RWGDL,23554,Ravagodlu (Towards Nettigere),12.74817,77.50112,,
Ravagodlu,,RWGDL,23748,Ravagodlu (Towards Ravagodlu Gate),12.74814,77.50117,,
Ravagodlu Gate,,RWDLG,23553,Ravagodlu Gate (Towards Gandakana Doddy Cross),12.74897,77.4865,,
Ravagodlu Gate,,RWDLG,23606,Ravagodlu Gate (Towards Kaggalipura),12.74895,77.48633,,
Ravi Badavane Jai Maruthi Nagara,,JRB,27990,Ravi Badavane Jai Maruthi Nagara (Towards Jai Maruthi Nagara),13.00673,77.5323,,
Ravi Tent,,RVT,34400,Ravi Tent (Towards Vivekanagara Cross),12.95166,77.62138,,
Ravi Tent,,RVT,35059,Ravi Tent (Towards Passport Office Koramangala),12.95169,77.62148,,
Ravindra Nagara,,RVNDR,27994,Ravindra Nagara (Towards Ayyappa Temple),13.04995,77.51654,,
Ravindra Nagara,,RVNDR,34401,Ravindra Nagara (Towards Bagalagunte),13.04995,77.51634,,
Ravuthanahalli,,RVTH,27996,Ravuthanahalli (Towards Kittanahalli),13.02676,77.42388,,
Ravuthanahalli,,RVTH,34402,Ravuthanahalli (Towards Tumkur Road),13.02673,77.42384,,
Ravuthanahalli Cross,,RVHC,34403,Ravuthanahalli Cross (Towards Adakimaranahalli Cross),13.0734,77.43899,,
Ravuthanahalli Cross,,RVHC,38537,Ravuthanahalli Cross (Towards Nelamangala),13.07334,77.43938,,
Ravuthanahalli Cross,,RVHC,38538,Ravuthanahalli Cross (Towards Jalahalli Cross),13.07362,77.43959,,
Rayal Layout,,RLYTG,36538,Rayal Layout (Towards Jambu savari Dinne),12.86928,77.57587,,
Rayan Circle,,RYNC,21123,Rayan Circle (Towards Sirsi Circle),12.96047,77.5679,,
Rayan Circle,,RYNC,21124,Rayan Circle (Towards KR Market),12.96136,77.56889,,
Rayan International School,,RIYNISC,23780,Rayan International School (Towards Bannerughatta Circle),12.81956,77.58481,,
Rayan International School,,RIYNISC,24132,Rayan International School (Towards AMC College),12.81953,77.58471,,
Rayara Doddy,,RYRDI,28000,Rayara Doddy (Towards Girigowdana Doddy Cross),12.76694,77.51327,,
Rayara Doddy,,RYRDI,34404,Rayara Doddy (Towards Mukkodlu),12.76715,77.51368,,
Rayasandra,,RYSNC,28003,Rayasandra (Towards Hosa Road),12.87934,77.67212,,
Rayasandra,,RYSNC,35371,Rayasandra (Towards ACTS College),12.87942,77.67203,,
Rayasandra,,RYSNDA,34405,Rayasandra (Towards Channenahalli Gate),13.21882,77.7256,,
Rayasandra,,RYSNDA,34406,Rayasandra (Towards Bychapura),13.21876,77.72563,,
Rayasandra Circle,,RYSNC,28004,Rayasandra Circle (Towards Jn of Hosa Road),12.87569,77.67126,,
Rayasandra Circle,,RYSNC,35372,Rayasandra Circle (Towards Rayasandra KSRP),12.8757,77.67112,,
Rayasandra Cross (Channahalli Gate),,CHNG,24425,Rayasandra Cross (Channahalli Gate) (Towards Bettakote),13.21176,77.74142,,
Rayasandra Cross (Channahalli Gate),,CHNG,28005,Rayasandra Cross (Channahalli Gate) (Towards Devanahalli),13.21175,77.74139,,
Rayasandra Gate,,RAYGT,28007,Rayasandra Gate (Towards Southegowdanahalli),13.23358,77.72709,,
Rayasandra Gate,,RAYGT,34407,Rayasandra Gate (Towards Devanahalli),13.23351,77.72712,,
Razakpalya,,RPLA,28009,Razakpalya (Towards Razakpalya),13.14594,77.65823,,
Razakpalya,,RPLA,34408,Razakpalya (Towards Bagaluru),13.14592,77.65818,,
Razakpalya Cross,,RZKPC,38891,Razakpalya Cross (Towards Depot-52),13.14965,77.65882,,
Razakpalya Cross,,RZKPLC,38892,Razakpalya Cross (Towards Bagaluru),13.14968,77.65884,,
Reddyhalli,,REH,34411,Reddyhalli (Towards Nalluru Cross),13.18957,77.75477,,
Reddyhalli,,REH,34412,Reddyhalli (Towards Dodda Hosahalli Devanahalli),13.18941,77.7545,,
Reliance Petrol Bunk Goraguntepalya,,RLIPBG,24002,Reliance Petrol Bunk Goraguntepalya (Towards Summanahalli),13.02866,77.5363,,
Reliance Petrol Bunk Goraguntepalya,,RLIPBG,24015,Reliance Petrol Bunk Goraguntepalya (Towards Goraguntepalya),13.02861,77.53612,,
Renaissance prosperio apartment,,RPA1,36787,Renaissance prosperio apartment (Towards Last Stop),13.06426,77.59362,,
Renuka Nagara,,BSHRNKN,28021,Renuka Nagara (Towards Nelamangala),13.10569,77.38815,,
Renuka Nagara,,BSHRNKN,34414,Renuka Nagara (Towards Madhure),13.10573,77.38811,,
Reva College,,REVC,28023,Reva College (Towards Bellahalli Cross),13.11542,77.63428,,
Reva College,,REVC,34415,Reva College (Towards Country Club),13.11538,77.63416,,
Reva College Gate,,RVCLR,28026,Reva College Gate (Towards Reva College),13.12207,77.63066,,
Reva College Gate,,RVCLR,34416,Reva College Gate (Towards Bagaluru),13.12228,77.63051,,
Reva College Gate,,RVCLR,34417,Reva College Gate (Towards Yalahanka),13.12218,77.63043,,
Richard Farm,,RCF,22427,Richard Farm (Towards Tataguppe),12.77774,77.52525,,
Richard Farm,,RCF,22428,Richard Farm (Towards Tharalu Estate),12.77769,77.52521,,
Richmond Circle,,RCHMDCR,21126,Richmond Circle (Towards Kempegowda Bus Station),12.9658,77.60433,,
Richmond Circle,,RICHMD,21125,Richmond Circle (Towards HAL),12.96738,77.59946,,
Richmond Circle,,RICHMD,23674,Richmond Circle (Towards Shanthi Nagara),12.96366,77.5964,,
Richmond Circle UFLY,,RICHMD,36131,Richmond Circle UFLY (Towards Kempegowda Inernational Airport),12.96485,77.59661,,
Robin Theatre,,RBNT1,28049,Robin Theatre (Towards Kommaghatta),12.91601,77.4798,,
Robin Theatre,,RBNT1,34427,Robin Theatre (Towards Kengeri),12.91605,77.47982,,
Rock Colony,,RKCNL,28051,Rock Colony (Towards Kaggalahalli),12.72252,77.50242,,
Rock Colony,,RKCNL,34428,Rock Colony (Towards Ankegowdana Doddy),12.72256,77.50237,,
Rock Line Studio,,STDU3,28053,Rock Line Studio (Towards Thippenahalli),13.04055,77.49628,,
Rock Line Studio,,STDU3,34429,Rock Line Studio (Towards Nagasandra),13.0406,77.49634,,
Rolling Mill,,RLNGM,21136,Rolling Mill (Towards Jalahalli Cross),13.02655,77.51468,,
Rolling Mill,,RLNGM,21137,Rolling Mill (Towards NTTF),13.02648,77.51478,,
Roopena Agrahara,,RPNA,21138,Roopena Agrahara (Towards Bommanahalli),12.91197,77.62613,,
Roopena Agrahara,,RPNA,21143,Roopena Agrahara (Towards Madivala),12.91158,77.62579,,
Roopena Agrahara,,RPNA,37600,Roopena Agrahara (Towards Begur),12.91185,77.626,,
Roopena Agrahara FLY,,ROPAG,37868,Roopena Agrahara FLY (Towards Bangalore Dairy Circle),12.9116,77.62604,,
Roopena Agrahara FLY,,RPNA,35774,Roopena Agrahara FLY (Towards Chandapura),12.91212,77.62589,,
Roopena Agrahara Toll,,RPNA,37735,Roopena Agrahara Toll (Towards Electronic City),12.91166,77.62617,,
Roopena Agrahara Toll (Volvo),,ROPAG,39466,Roopena Agrahara Toll (Volvo) (Towards Hebbagodi),12.91139,77.62635,,
Royal Enclave,,RLE,28057,Royal Enclave (Towards Srirampura),13.06575,77.61693,,
Royal Enclave,,RLE,34430,Royal Enclave (Towards Srirampura Cross),13.06572,77.61698,,
Royal Layout,,RLTG,23461,Royal Layout (Towards Konanakunte),12.86919,77.57581,,
Royal Layout,,RLTG,23465,Royal Layout (Towards Gottigere),12.86932,77.5758,,
Royal Meenakshi Mall,,MJKKGIJUYO,34431,Royal Meenakshi Mall (Towards Hulimavu Gate),12.87642,77.59564,,
Royal Meenakshi Mall BG Road,,MJKKGIJUYO,28059,Royal Meenakshi Mall BG Road (Towards Royal Meenakshi Mall BG Road Last Bus Stop),12.8765,77.59615,,
Royal Meenakshi Mall BG Road (KIA-14A),,MJKKGIJUYO,40336,Royal Meenakshi Mall BG Road (KIA-14A) (Towards Bilekahalli),12.87682,77.59507,,
Royal Meenakshi Mall BG Road (KIA-14A),,MJKKGIJUYO,40337,Royal Meenakshi Mall BG Road (KIA-14A) (Towards Gottigere),12.87682,77.59522,,
Rukmini Nagara,,RKMN1,28076,Rukmini Nagara (Towards 8th Mile),13.04099,77.50482,,
Rukmini Nagara,,RKMN1,34439,Rukmini Nagara (Towards Nelagadaranahalli),13.041,77.50488,,
Rupesh Hotel,,JOSRMPUR,23877,Rupesh Hotel (Towards Jigani),12.81165,77.66601,,
Rupesh Hotel,,JOSRMPUR,23888,Rupesh Hotel (Towards Bommasandra),12.81176,77.66589,,
Rural High School Devanahalli,,RGHS,39731,Rural High School Devanahalli (Towards Sulibele),13.24339,77.71982,,
Rural High School Devanahalli,,RGHS,39732,Rural High School Devanahalli (Towards devanahalli),13.24334,77.71986,,
Russell Market,,RSLMKT,37965,Russell Market (Towards Coles Park),12.98486,77.60518,,
S Gollahalli,,SGLHL,28083,S Gollahalli (Towards Sulivara Cross),12.89388,77.36136,,
S Gollahalli,,SGLHL,34441,S Gollahalli (Towards Pachepalya),12.89375,77.36146,,
S J R College,,SJT1,21199,S J R College (Towards Kempegowda Bus Station),12.98262,77.56234,,
S J R College,,SJT1,21200,S J R College (Towards Rajajinagara 6th Block),12.98246,77.56208,,
S Medahalli,,SMDLI1,22435,S Medahalli (Towards Attibele),12.82365,77.78618,,
S Medahalli,,SMDLI1,22436,S Medahalli (Towards Sarjapura),12.82387,77.78611,,
S Nagenahalli Gate,,SNHGT,38707,S Nagenahalli Gate (Towards Tubagere),13.37151,77.55774,,
S Nagenahalli Gate,,SNHGT,38708,S Nagenahalli Gate (Towards Hadonahalli),13.37149,77.55778,,
S R S Mathikere,,SRS3,26683,S R S Mathikere (Towards Kammagondanahalli),13.06145,77.53112,,
S R S Mathikere,,SRS3,34701,S R S Mathikere (Towards Abbigere),13.06144,77.53109,,
SAP Labs,,SAPL,21152,SAP Labs (Towards Kundalahalli Gate),12.97765,77.71448,,
SAP Labs,,SAPL,21153,SAP Labs (Towards ITPL),12.9778,77.7144,,
SBI Bank,,SBIB,22467,SBI Bank (Towards Jalahalli East),13.07239,77.54625,,
SBI Bank,,SBIB,22468,SBI Bank (Towards MS Palya),13.07237,77.5461,,
SBM Gayathri Nagara,,SBMGN1,28189,SBM Gayathri Nagara (Towards Subramanyapura),12.99993,77.56035,,
SBM Gayathri Nagara,,SBMGN1,34484,SBM Gayathri Nagara (Towards Malleshwaram),12.99991,77.5604,,
SEZ Amada Circle,,SEZA,28230,SEZ Amada Circle (Towards BK Palya),13.17841,77.72064,,
SEZ Amada Circle,,SEZAC,28231,SEZ Amada Circle (Towards Hunasur),13.17853,77.72045,,
SFS High School Hebbagodi,,SFSCH,39202,SFS High School Hebbagodi (Towards Chandapura),12.83378,77.68021,,
SFS High School Hebbagodi,,SFSCH,39203,SFS High School Hebbagodi (Towards Bommanahalli),12.83359,77.68,,
SI Apartment HSR Layout,,SIA HSRLO,21176,SI Apartment HSR Layout (Towards Central Silk Board),12.91668,77.6294,,
SI Apartment HSR Layout,,SIA HSRLO,21177,SI Apartment HSR Layout (Towards Hebbala),12.91677,77.62942,,
SIR M VISHWESHWARAYYA MUSEUM AND SAMADI,,SRMVSMD,38885,SIR M VISHWESHWARAYYA MUSEUM AND SAMADI (Towards RANGASTALA RANGANATHA TEMPLE),13.40749,77.69589,,
SJES College,,SJESC,22495,SJES College (Towards Kempegowda Bus Station),13.023,77.715,,
SJES College,,SJESC,22496,SJES College (Towards Hoskote),13.02393,77.71589,,
SJM Polytechnic,,SJMPT,26501,SJM Polytechnic (Towards Nelamangala),13.08532,77.41196,,
SJM Polytechnic,,SJMPT,34620,SJM Polytechnic (Towards Vishwashanthi Ashrama),13.08561,77.41217,,
SKF Factory,,CPK-1,26503,SKF Factory (Towards Budigere),13.06116,77.74189,,
SKF Factory,,CPK-1,34621,SKF Factory (Towards Budigere Cross),13.06124,77.74195,,
SLV Bakery,,SLVBR,23968,SLV Bakery (Towards Ittamadu),12.92127,77.54322,,
SLV Bakery,,SLVBR,24344,SLV Bakery (Towards Janatha Bazar),12.92117,77.54316,,
SLV Petrol Bunk,,SLVPB1,38155,SLV Petrol Bunk (Towards Kundana),13.16054,77.59547,,
SLV Petrol Bunk,,SLVPB1,38156,SLV Petrol Bunk (Towards MVIT Collage),13.16058,77.59551,,
SM Gollahalli,,SMGH,26510,SM Gollahalli (Towards Aralumallige),13.25835,77.50612,,
SM Gollahalli,,SMGH,34624,SM Gollahalli (Towards Gowdahalli),13.25832,77.50626,,
SMV 5th Stage (Manganahalli Cross),,SMV5MC,39884,ಎಸ್‌ ಎಮ್‌ ವಿ 5ನೇ ಹಂತ (ಮಂಗನಹಳ್ಳಿ ಕ್ರಾಸ್) (ಟುವರ್ಡ್ಸ್  ನ್ಯಾಷನಲ್‌ ಪಬ್ಲಿಕ್‌ ಸ್ಕೂಲ್),12.95172,77.47733,,
SMV 5th Stage (Manganahalli Cross),,SMV5MC,39885,SMV 5th Stage (Manganahalli Cross) (Towards Junjappa Aladamara),12.95174,77.47752,,
SMV 5th Stage (Revive Hospital),,ಶಂಔ5ಋಃ,39908,SMV 5th Stage (Revive Hospital) (Towards KLE Law Collage),12.96698,77.48368,,
SMV 5th Stage (Revive Hospital),,ಶಂಔ5ಋಃ,39909,SMV 5th Stage (Revive Hospital) (Towards Muddaiahanapalya),12.96704,77.4837,,
SMVIT College,,SMVITC,26513,SMVIT College (Towards Suggatta),13.15169,77.61168,,
SMVIT College,,SMVITC,34625,SMVIT College (Towards SMVIT College Cross),13.15178,77.61167,,
SMVIT Cross,,SMVIT-1,34626,SMVIT Cross (Towards Devanahalli),13.15209,77.62015,,
SMVIT Cross,,SMVIT-1,34628,SMVIT Cross (Towards Suggatta),13.15191,77.61988,,
SMVIT Cross,,SMVIT-2,34627,SMVIT Cross (Towards Yalahanka),13.15197,77.62063,,
SNN Raj Serenity Apartment Yelenahalli,,SNNRAJAP,26520,SNN Raj Serenity Apartment Yelenahalli (Towards Akshayanagara),12.85995,77.61255,,
SNN Raj Serenity Apartment Yelenahalli,,SNNRAJAP,34629,SNN Raj Serenity Apartment Yelenahalli (Towards Nobel Residency),12.85986,77.61259,,
SRR Kalyana Mantapa,,SRRKMPT,26681,SRR Kalyana Mantapa (Towards Banasawadi),13.00744,77.65464,,
SRR Kalyana Mantapa,,SRRKMPT,34699,SRR Kalyana Mantapa (Towards B Channasandra),13.00906,77.65604,,
SRR Kalyana Mantapa,,SRRKMPT,34700,SRR Kalyana Mantapa (Towards OMBR Layout),13.00902,77.65617,,
SRR Kalyana Mantapa 1,,SRRKMPT,34841,SRR Kalyana Mantapa 1 (Towards B Channasandra),13.00747,77.6546,,
SRS Peenya,,SRS,21189,SRS Peenya (Towards Jalahalli Cross),13.03428,77.53032,,
SRS Peenya,,SRS,21190,SRS Peenya (Towards Yashwanthapura TTMC),13.03471,77.52987,,
SSVB Bakery Kanteerava Studio,,SSVB,26685,SSVB Bakery Kanteerava Studio (Towards Kanteerava Studio),13.01371,77.53391,,
SSVB Bakery Kanteerava Studio,,SSVBK,34702,SSVB Bakery Kanteerava Studio (Towards Jai Bhuvaneshwari Nagara),13.01365,77.53397,,
STRR Devanahalli Toll,,CHKGTE,38542,STRR Devanahalli Toll (Towards Hosakote),13.20764,77.76237,,
STRR Devanahalli Toll,,CHKGTE,38543,STRR Devanahalli Toll (Towards Devanahalli),13.20732,77.76248,,
SVR College,,PLYT,23712,SVR College (Towards Parangipalya),12.90225,77.65058,,
SVR College,,PLYT,24054,SVR College (Towards Somasandra Palya),12.90217,77.65071,,
Saalu Doddy,,SLDY,22437,Saalu Doddy (Towards Kaggalipura),12.83067,77.51313,,
Saalu Doddy,,SLDY,22438,Saalu Doddy (Towards Banashankari Bus Stand),12.83065,77.51297,,
Sadahalli,,SDH,34442,Sadahalli (Towards Chowdanahalli),13.21204,77.64729,,
Sadahalli,,SDHL,28086,Sadahalli (Towards Sadahalli Gate),13.21207,77.64734,,
Sadahalli Gate,,SDHG2,28088,Sadahalli Gate (Towards Yalahanka),13.19051,77.64626,,
Sadahalli Gate,,SDHG2,34443,Sadahalli Gate (Towards Devanahalli),13.19072,77.64583,,
Sadananda Nagara,,SDNN,28090,Sadananda Nagara (Towards Kasturi Nagara),12.99442,77.65799,,
Sadananda Nagara,,SDNN,34444,Sadananda Nagara (Towards NGEF),12.99446,77.65825,,
Sadaramangala,,SMLA,28091,Sadaramangala (Towards Kadugodi Bus Station),12.99921,77.73677,,
Sadaramangala Lake Gate,,SDMGLG1,40032,Sadaramangala Lake Gate (Towards Depot-51 Gate),12.99895,77.72218,,
Sadaramangala Lake Gate,,SDMGLG1,40034,Sadaramangala Lake Gate (Towards Kodigehalli Gate),12.99893,77.72211,,
Sadashivanagara,,SDSN-2,21147,Sadashivanagara (Towards Sadashiva Nagara Police Station),13.0086,77.58016,,
Sadashivanagara,,SDSN-2,28095,Sadashivanagara (Towards Bashyam Circle),13.00864,77.58029,,
Sadashivanagara Police Station,,SSN2,21098,Sadashivanagara Police Station (Towards MS Ramaiah Hospital),13.01553,77.57269,,
Sadashivanagara Police Station,,SSN2,21099,Sadashivanagara Police Station (Towards Malleshwara),13.01587,77.57277,,
Sadenahalli,,SDNHL1,28098,Sadenahalli (Towards Sadenahalli),13.19463,77.57269,,
Sadenahalli,,SDNHL1,34446,Sadenahalli (Towards Rajanukunte),13.19467,77.57277,,
Sadhanapalya,,SDP2,28100,Sadhanapalya (Towards Sadhanapalya Gate),12.76873,77.48298,,
Sadhanapalya,,SDP2,34447,Sadhanapalya (Towards Sadhanapalya Last Stop),12.76858,77.48288,,
Sadhanapalya Gate,,SNPG1,23605,Sadhanapalya Gate (Towards Bolare),12.76808,77.48878,,
Sadhanapalya Gate,,SNPG1,23627,Sadhanapalya Gate (Towards Nelaguli),12.76805,77.48861,,
Sadhapanalli Gate,,SADGT,28102,Sadhapanalli Gate (Towards Hoskote),13.16299,77.79286,,
Sadhapanalli Gate,,SADGT,34448,Sadhapanalli Gate (Towards Vijayapura),13.16294,77.7928,,
Safal Market,,SMT,22439,Safal Market (Towards Hoskote),13.03799,77.75976,,
Safal Market,,SMT,22440,Safal Market (Towards Kadugodi Bus Station ),13.03799,77.75986,,
Sagar Hospital,,SRHL,28104,Sagar Hospital (Towards Bengaluru Dairy Circle),12.92848,77.59962,,
Sagar Hospital,,SRHL,34449,Sagar Hospital (Towards Sagar Hospital (BG Road)),12.92832,77.59936,,
Sahakara Nagara,,SHKRN,34450,Sahakara Nagara (Towards Kodigehalli Gate),13.06473,77.58385,,
Sahakara Nagara Police Station,,SNPS1,23523,Sahakara Nagara Police Station (Towards Kodigehalli Gate),13.06414,77.58336,,
Sahakara Nagara Police Station,,SNPS1,24113,Sahakara Nagara Police Station (Towards Kodigehalli),13.06409,77.58348,,
Sahakara Nagara Post Office,,SHNGR1,23525,Sahakara Nagara Post Office (Towards Kodigehalli Sahakara Nagara),13.06133,77.58736,,
Sahukarapalya,,SKRP1,28108,Sahukarapalya (Towards Lakkenahalli Cross),13.06533,77.28899,,
Sahukarapalya,,SKRP1,34451,Sahukarapalya (Towards Gudemaranahalli Hand Post),13.06512,77.28903,,
Sahyadribalaga Layout,,SBL,34452,Sahyadribalaga Layout (Towards Soundrya Layout),13.06592,77.49912,,
Sai Baba General Hospital,,SIBH,22441,Sai Baba General Hospital (Towards Varthuru),12.97454,77.75065,,
Sai Baba General Hospital,,SIBH,22442,Sai Baba General Hospital (Towards Hope Farm),12.97383,77.75042,,
Sai Baba Temple (Avathi),,SBTA,28112,Sai Baba Temple (Avathi) (Towards Devanahalli),13.2829,77.72301,,
Sai Baba Temple (Avathi),,SBTA,34453,Sai Baba Temple (Avathi) (Towards Avathi),13.2829,77.72277,,
Sai Lakshmi Industries,,SLM,22443,Sai Lakshmi Industries (Towards Hoskote),13.02454,77.76162,,
Sai Lakshmi Industries,,SLM,22444,Sai Lakshmi Industries (Towards Kadugodi Bus Station ),13.02458,77.76173,,
Sajjan Rao Circle,,SJJNRCR,22445,Sajjan Rao Circle (Towards KR Market),12.95262,77.57653,,
Sajjan Rao Circle,,SJJNRCR,22679,Sajjan Rao Circle (Towards Kempegowda Bus Station),12.95301,77.57738,,
Sajjan Rao Circle,,SJJNRCR,28115,Sajjan Rao Circle (Towards South End Circle),12.95233,77.57713,,
Sakalavara,,SKLVR,28116,Sakalavara (Towards Sakalavara Gate),12.8207,77.60905,,
Sakalavara,,SKLVR,35224,Sakalavara (Towards Sakalavara),12.82073,77.60909,,
Sakamma Layout,,SKMOT,28118,Sakamma Layout (Towards Jai Maruthi Nagara),13.00723,77.52867,,
Sakamma Layout,,SKMOT,34455,Sakamma Layout (Towards Sakamma Layout),13.00719,77.52873,,
Salarpuria Apartment,,SLRPR,38140,Salarpuria Apartment (Towards Agara),12.90692,77.63254,,
Salarpuria Apartment,,SLRPR,38141,Salarpuria Apartment (Towards Mangammanapalya),12.90696,77.63256,,
Saluhunase,,SLHS,22446,Saluhunase (Towards Kaggalipura),12.81092,77.51158,,
Saluhunase,,SLHS,22447,Saluhunase (Towards Banashankari Bus Stand),12.81088,77.51151,,
Samanahalli,,SAMHLI,28123,Samanahalli (Towards MuthaNalluru Colony),12.83263,77.7477,,
Samanahalli,,SAMHLI,31408,Samanahalli (Towards Sollepura),12.83272,77.74773,,
Samanduru,,SMND,28125,Samanduru (Towards Rachammanahalli),12.71526,77.753,,
Samanduru,,SMND,34458,Samanduru (Towards Muneshwara Temple),12.71526,77.75291,,
Sambhram College,,smbc-1,28127,Sambhram College (Towards Shivakote),13.08824,77.54663,,
Sambhram College,,smbc-1,34459,Sambhram College (Towards MS Palya),13.08826,77.54666,,
Samethanahalli,,SMTH,22448,Samethanahalli (Towards Chikka Thirupathi),12.9803,77.79019,,
Samethanahalli,,SMTH,22449,Samethanahalli (Towards Hope Farm),12.98018,77.7902,,
Sampangere,,SMPGR,28129,Sampangere (Towards Alambadi),12.87447,77.88289,,
Sampangere,,SMPGR,34460,Sampangere (Towards Sampangere),12.87444,77.88294,,
Sampangiram Nagara,,SMPNGR,23779,Sampangiram Nagara (Towards Bannerughatta National Park),12.82533,77.58621,,
Sampangiram Nagara,,SMPNGR,24133,Sampangiram Nagara (Towards AMC College),12.82495,77.58593,,
Sampige Nagara,,SMPGNR,28131,Sampige Nagara (Towards Huskur Gate),12.83447,77.69733,,
Sampige Nagara,,SMPGNR,35305,Sampige Nagara (Towards Ittina Neela Apartment),12.83451,77.69732,,
Sampige Nagara Gate,,SMPNGT,24248,Sampige Nagara Gate (Towards Singena Agrahara),12.83937,77.69797,,
Sampige Nagara Gate,,SMPNN,35681,Sampige Nagara Gate (Towards Huskur Gate),12.83931,77.698,,
Sampige Talkies,,SMPTKS,39445,Sampige Talkies (Towards Malleshwaram Circle),12.99331,77.57145,,
